label,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
t_pose,0.5880449414253235,0.2454487383365631,0.45194897055625916,0.254048228263855,0.6139479279518127,0.374059796333313,0.4336821138858795,0.38537636399269104,0.6109300255775452,0.49192726612091064,0.4350017011165619,0.49568626284599304,0.5737906694412231,0.5114532709121704,0.4956544041633606,0.517543613910675,0.5825793147087097,0.7002912163734436,0.5028790831565857,0.7049134969711304,0.5898460149765015,0.8764078617095947,0.5113364458084106,0.8846657276153564
t_pose,0.5919245481491089,0.24664424359798431,0.45738133788108826,0.25393053889274597,0.6174348592758179,0.3767760694026947,0.43564099073410034,0.3848060965538025,0.611097514629364,0.49206867814064026,0.4355364739894867,0.4945381283760071,0.5743502974510193,0.5123472213745117,0.4973459839820862,0.5177388787269592,0.5824644565582275,0.6996318101882935,0.5032215714454651,0.7048755884170532,0.5928628444671631,0.876946210861206,0.511339008808136,0.8845919370651245
t_pose,0.5961629748344421,0.24782709777355194,0.4615671634674072,0.25303736329078674,0.6216875314712524,0.3794352114200592,0.4384620189666748,0.38356783986091614,0.6123682260513306,0.4919680655002594,0.4369778633117676,0.49398723244667053,0.5744220018386841,0.5132664442062378,0.4982543885707855,0.5178621411323547,0.5817959308624268,0.6991754174232483,0.5033950209617615,0.7047366499900818,0.5929263830184937,0.8762174248695374,0.5113286375999451,0.8836832642555237
t_pose,0.598747193813324,0.24818077683448792,0.46432918310165405,0.25229907035827637,0.6248565912246704,0.38058915734291077,0.44041770696640015,0.3821163475513458,0.6146302819252014,0.4926736056804657,0.43883904814720154,0.4928416907787323,0.5757461190223694,0.5141581892967224,0.5001817941665649,0.5179083347320557,0.5815303921699524,0.6988604664802551,0.5036765336990356,0.7043159008026123,0.5929354429244995,0.8754338622093201,0.5112344622612,0.8820695877075195
t_pose,0.601383626461029,0.24846720695495605,0.4664122462272644,0.2514428496360779,0.6279619932174683,0.38055241107940674,0.44185671210289,0.3798600137233734,0.6183626651763916,0.4927745461463928,0.441098690032959,0.4908805787563324,0.5771241188049316,0.5143039226531982,0.5016998052597046,0.5178614854812622,0.5815448760986328,0.6982015371322632,0.503791093826294,0.7038307785987854,0.5929010510444641,0.8733290433883667,0.5102612376213074,0.880247950553894
t_pose,0.6030113101005554,0.24877962470054626,0.4677301347255707,0.24987013638019562,0.6308170557022095,0.3805702328681946,0.44338807463645935,0.3785732686519623,0.6219406723976135,0.4927477240562439,0.4436720907688141,0.4893876314163208,0.5788289308547974,0.5141440033912659,0.5021750330924988,0.5171346068382263,0.5820369124412537,0.6980823278427124,0.503954291343689,0.7036625146865845,0.5935459733009338,0.8727169632911682,0.5104888677597046,0.8802173733711243
t_pose,0.6041740775108337,0.24898837506771088,0.46908244490623474,0.24924173951148987,0.6326299905776978,0.3804451823234558,0.445791631937027,0.3778209090232849,0.6251431703567505,0.4919796586036682,0.4460514485836029,0.4890580475330353,0.5799145698547363,0.5129445195198059,0.502736508846283,0.5153805017471313,0.5824540853500366,0.6963736414909363,0.5041365623474121,0.6988176703453064,0.5939528942108154,0.8711122274398804,0.5105118751525879,0.8788103461265564
t_pose,0.6057641506195068,0.24902261793613434,0.4698724150657654,0.24860621988773346,0.6338277459144592,0.380353182554245,0.4474266469478607,0.3777483105659485,0.6277816295623779,0.49105602502822876,0.447576105594635,0.4889112710952759,0.581631600856781,0.512397825717926,0.5033023953437805,0.51468425989151,0.5828951001167297,0.6950521469116211,0.504751980304718,0.6970348358154297,0.5945228338241577,0.8704477548599243,0.5110558867454529,0.8786957859992981
t_pose,0.6068845987319946,0.2493019849061966,0.47090810537338257,0.24825765192508698,0.6346881985664368,0.380496621131897,0.4485716223716736,0.3777933418750763,0.6294317245483398,0.49084848165512085,0.448925256729126,0.48884230852127075,0.5834217071533203,0.5115998983383179,0.505021333694458,0.5142217874526978,0.5835255980491638,0.6944698095321655,0.5060699582099915,0.6971269249916077,0.5950777530670166,0.8704343438148499,0.5112303495407104,0.8787035346031189
t_pose,0.6076574921607971,0.2493397444486618,0.4717741906642914,0.24821686744689941,0.6356287598609924,0.38042160868644714,0.4508388638496399,0.3781009018421173,0.6313125491142273,0.4908269941806793,0.4503799378871918,0.4888727366924286,0.585447371006012,0.5111916661262512,0.5066148638725281,0.5140004754066467,0.5839028358459473,0.6927661299705505,0.5077798962593079,0.6952340006828308,0.5951793789863586,0.8704738616943359,0.5120972990989685,0.8786113262176514
t_pose,0.6079263091087341,0.2493278682231903,0.4726475179195404,0.2477281540632248,0.6365793943405151,0.38030898571014404,0.45203423500061035,0.3780640959739685,0.6322956681251526,0.4907180070877075,0.45176371932029724,0.4888399541378021,0.5865914225578308,0.5095058083534241,0.5075806379318237,0.5123800039291382,0.5858374834060669,0.6904885172843933,0.5088382959365845,0.6942435503005981,0.5955662131309509,0.8710771203041077,0.512929379940033,0.8788576722145081
t_pose,0.6085621118545532,0.24892714619636536,0.47341808676719666,0.2477337270975113,0.6373067498207092,0.37909284234046936,0.45382159948349,0.37811148166656494,0.6342486143112183,0.49036380648612976,0.4525386393070221,0.4886931777000427,0.5878771543502808,0.5091516971588135,0.508987545967102,0.5121856927871704,0.5881003141403198,0.6893666982650757,0.5105658769607544,0.6927066445350647,0.596816897392273,0.8705117702484131,0.513611912727356,0.8782599568367004
